condition,run,model,prediction_status,frequency,triples,prediction,test
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾejɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾejɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾe,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeska,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾejɡa,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾee
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾenɡo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾejɡo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾeɾo,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbbɾesko,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",awtoɾsis,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",awtoɾsis,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",atoɾsisejs,kulebɾeo
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",awtoɾsis,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsis,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsis,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsis,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsis,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsis,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisejs,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",awtoɾsis,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisejs
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisamos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisamos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisamos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",awtoɾsis,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisamos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",awtoɾsis,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",awtoɾsis,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",awtoɾsis,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atoɾsisemos,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisemos
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atweɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
90L_10NL,3,90L_10NL_3_1,0,1705,"('s', 's', 's')",atwiɾsan,awtoɾisen
